Wall time,Step,Value
1748926704.6058583,15520,-993.8445434570312
1748926708.8476295,15856,-992.4598999023438
1748926709.4100516,15896,-992.478759765625
1748926709.9944556,15944,-992.4833374023438
1748926711.366137,16056,-992.0345458984375
1748926712.977186,16192,-990.3092041015625
1748926714.3560727,16312,-988.8360595703125
1748926715.1577146,16376,-988.0064086914062
1748926716.7139907,16496,-997.7725830078125
1748926718.1021395,16608,-997.699951171875
1748926719.5336366,16712,-997.5521850585938
1748926732.1722867,17744,-999.2521362304688
1748926753.8598428,19520,-1011.5785522460938
1748926755.405998,19648,-1012.1796875
1748926757.2447774,19800,-1012.458251953125
1748926761.2091017,20136,-1025.147705078125
1748926764.9642022,20432,-1025.0635986328125
1748926767.7134874,20648,-1026.1268310546875
1748926770.987368,20920,-1025.102294921875
1748926771.8666406,20992,-1024.6578369140625
1748926773.847358,21168,-1023.229248046875
1748926775.2879064,21288,-1020.5592041015625
1748926776.8873782,21408,-1018.8706665039062
1748926778.9622328,21568,-1016.350341796875
1748926779.3511376,21600,-1016.7700805664062
1748926779.7723963,21632,-1016.826416015625
1748926782.3742135,21832,-1015.9124755859375
1748926789.854916,22448,-1014.593017578125
1748926791.3045576,22568,-1015.4287109375
1748926795.1638832,22872,-1015.0779418945312
1748926797.015621,23032,-1015.3613891601562
1748926797.5797048,23080,-1015.28271484375
1748926798.2879739,23136,-1015.8300170898438
1748926799.0502117,23200,-1015.8522338867188
1748926800.4632254,23312,-1015.7322387695312
1748926804.1680553,23640,-1014.93115234375
1748926806.1449382,23800,-1015.5789184570312
1748926808.2760174,23976,-1017.0123291015625
1748926810.5086613,24168,-1018.2515258789062
1748926822.0499642,25176,-1021.0686645507812
1748926827.7699375,25712,-1021.3171997070312
1748926838.5422566,26664,-1021.83056640625
1748926860.4922514,28528,-1023.0237426757812
1748926863.339711,28768,-1023.3132934570312
1748926876.7508724,29888,-1011.2103271484375
1748926881.3443103,30272,-1010.9385986328125
1748926882.5029502,30368,-1011.04736328125
1748926887.827199,30808,-1009.4159545898438
1748926890.6095138,31032,-1009.2267456054688
1748926891.9790142,31152,-1008.145263671875
1748926903.76785,32144,-1009.016845703125
1748926906.618172,32392,-1009.5502319335938
1748926911.8660173,32848,-1011.694091796875
1748926919.4323068,33520,-1014.5330810546875
1748926925.41787,34016,-1016.304443359375
1748926927.1565852,34152,-1016.9832153320312
1748926928.0614824,34232,-1028.932373046875
1748926929.4759243,34360,-1029.2618408203125
1748926931.547271,34536,-1030.1368408203125
1748926933.6731937,34736,-1030.46826171875
1748926934.580842,34816,-1030.8746337890625
1748926935.0713394,34864,-1030.5533447265625
1748926937.1395757,35048,-1030.8033447265625
1748926938.0446723,35120,-1030.0308837890625
1748926939.4139054,35232,-1028.53515625
1748926943.5469065,35568,-1022.5477905273438
1748926944.8889968,35672,-1021.92822265625
1748926946.517368,35816,-1019.3980712890625
1748926946.8891077,35848,-1019.65380859375
1748926947.8523483,35928,-1018.1473388671875
1748926948.3333495,35976,-1017.0570678710938
1748926950.2363944,36144,-1015.8626708984375
1748926950.6520875,36176,-1015.636474609375
1748926951.3676596,36240,-1015.3792114257812
1748926951.9280653,36288,-1014.6040649414062
1748926952.2743335,36312,-1014.4695434570312
1748926952.5577874,36336,-1014.3761596679688
1748926953.433369,36408,-1011.7887573242188
1748926954.4917026,36496,-1010.5238037109375
1748926955.4561067,36584,-1008.8070068359375
1748926955.9449272,36624,-1008.2674560546875
1748926956.9213543,36712,-1007.0963745117188
1748926957.1953278,36736,-1007.4414672851562
1748926957.3027542,36744,-1007.274169921875
1748926957.9231822,36792,-1007.1417236328125
1748926958.1276004,36808,-1007.0262451171875
1748926959.2777743,36904,-1007.083740234375
1748926959.6620286,36936,-1006.96923828125
1748926959.7786205,36944,-1007.1011352539062
1748926960.7107353,37016,-1007.4795532226562
1748926961.0647192,37048,-1007.2989501953125
1748926961.6784148,37096,-1007.5347900390625
1748926962.06058,37128,-1007.5947265625
1748926967.9638135,37616,-1008.6858520507812
1748926971.3759747,37904,-1010.1367797851562
1748926978.0875022,38464,-1010.83154296875
1748926978.6500926,38512,-1010.9407958984375
1748926982.5113041,38840,-1011.3739013671875
1748926983.4050221,38912,-1011.3961181640625
1748926985.1134372,39064,-1012.7638549804688
1748926987.0379045,39224,-1014.1739501953125
1748926992.489328,39688,-1016.5858154296875
1748927001.1654913,40424,-1019.783203125
1748927001.6038558,40464,-1020.1029663085938
1748927002.3856232,40528,-1020.0032348632812
1748927002.689565,40552,-1020.4025268554688
1748927004.4804206,40696,-1020.5076904296875
1748927006.71748,40880,-1017.7144165039062
1748927009.114894,41072,-1013.8374633789062
1748927009.3857481,41096,-1013.4989013671875
1748927009.765732,41128,-1012.4810791015625
1748927010.0726879,41152,-1011.8265991210938
1748927010.6756842,41200,-1009.9511108398438
1748927010.9678636,41224,-1009.9503784179688
1748927011.8864412,41296,-1009.1803588867188
1748927012.1044455,41312,-1009.0956420898438
1748927012.4017851,41336,-1008.8992919921875
1748927013.4890392,41432,-1008.9735717773438
1748927013.9544914,41472,-1008.04052734375
1748927015.6122763,41608,-1007.5885620117188
1748927019.0303,41904,-1008.4111938476562
1748927020.6499987,42040,-1009.0858764648438
1748927021.300035,42096,-1008.6967163085938
1748927022.76634,42224,-1008.8408203125
1748927024.0582063,42320,-1009.8331298828125
1748927026.8031695,42552,-1009.9976196289062
1748927048.892874,44424,-1020.6307983398438
1748927057.8320158,45192,-1025.0028076171875
1748927063.778986,45688,-1026.93994140625
1748927066.9898684,45960,-1027.9332275390625
1748927072.005558,46392,-1033.1756591796875
1748927078.5924084,46992,-1026.24951171875
1748927081.9640825,47280,-1026.7318115234375
1748927090.880262,48104,-1029.1759033203125
1748927114.5590367,50280,-1011.1765747070312
1748927124.6274176,51216,-990.1187133789062
1748927159.990826,54520,-926.4226684570312
1748927171.6032796,55536,-912.6751098632812
1748927176.597237,56016,-880.4581909179688
1748927183.9610379,56704,-879.2892456054688
1748927187.758963,57048,-856.7074584960938
1748927192.5839431,57496,-833.1002807617188
1748927199.3440745,58096,-818.9320068359375
1748927202.2316577,58376,-796.1292114257812
1748927210.9615147,59208,-782.8734741210938
1748927215.0689678,59584,-760.6654663085938
1748927220.9896355,60136,-750.4593505859375
1748927229.833682,60928,-705.0980224609375
1748927240.3905187,61904,-678.573974609375
1748927246.0054622,62440,-678.0546264648438
1748927253.6400597,63128,-655.63623046875
1748927263.252336,64032,-652.381591796875
1748927285.8252614,66008,-619.0052490234375
1748927300.4093194,67384,-595.6244506835938
1748927307.69608,68032,-595.530517578125
1748927334.7361062,70464,-585.0231323242188
1748927338.0633075,70752,-585.0845336914062
1748927344.804673,71408,-595.99560546875
1748927370.6755507,73800,-606.75146484375
1748927397.0329838,76192,-587.1951904296875
1748927400.9888186,76536,-607.8712768554688
1748927420.9154568,78232,-606.857177734375
1748927435.388478,79536,-609.1194458007812
1748927438.9806852,79848,-610.6416015625
1748927444.6952043,80376,-610.5182495117188
1748927453.9307582,81232,-611.0588989257812
1748927459.4311867,81728,-620.949951171875
1748927466.249446,82368,-599.748046875
1748927496.3080032,83768,-546.3276977539062
1748927502.0094333,84160,-546.3090209960938
1748927543.2316542,87080,-532.743896484375
1748927548.844877,87496,-498.9737243652344
1748927574.2768033,89368,-497.7115783691406
1748927586.950998,90248,-476.46990966796875
1748927608.3191342,91832,-413.6095886230469
1748927624.8560784,93056,-401.38641357421875
1748927653.5017934,95056,-374.9520263671875
1748927667.1980207,96056,-374.134521484375
1748927686.6696599,97440,-373.3577575683594
1748927703.4694874,98608,-362.96453857421875
1748927722.9251494,100056,-362.61688232421875
1748927756.3854947,102504,-320.6733703613281
1748927764.3196235,103024,-331.50762939453125
1748927776.3093352,103896,-309.555908203125
1748927800.6229646,105592,-319.9143371582031
1748927827.3921843,107536,-342.48944091796875
1748927865.9519167,110104,-366.4415588378906
1748927925.882997,114080,-376.28466796875
1748927936.3575466,114736,-397.6456298828125
1748927949.3811443,115752,-398.50897216796875
1748927955.0251198,116384,-388.48541259765625
1748927960.1598282,116912,-387.2364807128906
1748927974.6724248,117888,-376.39739990234375
1748927980.0185735,118296,-376.87542724609375
1748927988.4611933,118944,-408.1839294433594
1748928009.749397,120512,-354.2676696777344
1748928046.1999412,123240,-363.0760498046875
1748928055.0516453,123888,-364.09112548828125
1748928084.0692856,126144,-340.15997314453125
1748928101.533037,127432,-404.6544189453125
1748928115.2405274,128472,-371.623291015625
1748928123.4860935,129104,-350.2293395996094
1748928128.8530166,129504,-349.61309814453125
1748928150.2896657,131104,-358.9824523925781
1748928163.2003412,132064,-369.2332458496094
1748928166.4941835,132304,-368.7060852050781
1748928171.8395095,132672,-347.18780517578125
1748928189.144923,133616,-368.58258056640625
1748928201.6725848,134208,-390.71685791015625
1748928215.0735765,135032,-412.7859191894531
1748928218.2979982,135320,-412.89154052734375
1748928236.4395301,136552,-401.3541564941406
1748928239.879804,136816,-389.9646301269531
1748928250.851751,137688,-400.4192199707031
1748928256.210201,138096,-379.12701416015625
1748928261.1410327,138488,-379.36956787109375
1748928269.215949,139136,-400.3204650878906
1748928282.5221238,140152,-390.13134765625
1748928289.785298,140696,-390.4293518066406
1748928335.1354206,144200,-487.255126953125
1748928356.1746216,145792,-465.3645935058594
1748928368.3570828,146768,-476.3551940917969
1748928371.351095,147016,-463.3636169433594
1748928387.2970073,148192,-440.8018798828125
1748928404.8895993,149512,-440.6604919433594
1748928419.1804216,150648,-429.5409851074219
1748928431.070096,151632,-430.51312255859375
1748928455.3589492,153464,-429.3322448730469
1748928486.3439608,155760,-385.96875
1748928489.9428692,156088,-386.64581298828125
1748928509.9511673,157568,-376.5870666503906
1748928518.39664,158184,-387.7415466308594
1748928523.9555042,158592,-386.4017333984375
1748928535.947885,159456,-386.8404235839844
1748928540.2869518,159776,-386.90234375
1748928580.6090543,162784,-357.0765380859375
1748928617.1463969,165928,-398.3858947753906
1748928629.7518828,167176,-399.7314758300781
1748928634.0241158,167696,-378.53076171875
1748928638.2020872,168064,-389.2122497558594
1748928647.155445,169000,-377.59014892578125
1748928653.9915922,169864,-387.4184265136719
1748928669.8408203,171720,-375.486572265625
1748928676.020265,172384,-376.78887939453125
1748928694.9619427,174152,-398.7143859863281
1748928701.268105,174688,-420.2640380859375
1748928710.723088,175480,-430.8272399902344
1748928720.510596,176576,-440.913818359375
1748928727.9090376,177472,-442.4953918457031
1748928756.7864988,181208,-398.49725341796875
1748928768.6455734,182752,-441.5940856933594
1748928773.9217892,183416,-432.0019226074219
1748928787.0777028,184992,-453.69219970703125
1748928791.7167974,185576,-453.0603332519531
1748928796.1163518,186144,-451.49835205078125
1748928804.5472507,187192,-429.9267578125
1748928807.547957,187616,-418.74847412109375
1748928813.1191394,188264,-419.04315185546875
1748928835.6483302,191112,-387.7613220214844
1748928851.758038,193192,-366.0679016113281
1748928856.6468132,193760,-365.0713806152344
1748928864.2717133,194720,-387.0276794433594
1748928874.2528327,196040,-387.5602722167969
1748928883.6051872,197176,-344.2623291015625
1748928886.1205876,197544,-312.64154052734375
1748928894.4761074,198568,-301.2601623535156
1748928896.7550716,198864,-301.5748291015625
1748928899.5418155,199280,-303.5816345214844
1748928903.9600763,199776,-314.95123291015625
1748928914.3962247,201144,-293.99462890625
1748928923.582473,202392,-284.177978515625
1748928933.713112,203680,-284.9875793457031
1748928944.7900333,205176,-252.61654663085938
1748928955.999831,206440,-230.17552185058594
1748928961.668096,207008,-251.89898681640625
1748928967.2366946,207664,-262.9980773925781
1748928988.7445407,210176,-265.78155517578125
1748928994.2145724,210872,-276.4040832519531
1748929001.5877228,211640,-276.5088195800781
1748929013.640161,212864,-277.2099304199219
1748929028.1545303,214632,-242.9250946044922
1748929045.8014152,216888,-251.2613525390625
1748929056.2317145,218264,-293.06219482421875
1748929072.024619,220184,-292.7265319824219
1748929074.331263,220512,-303.8696594238281
1748929085.6803522,221744,-282.3744812011719
1748929095.5398235,223000,-250.91395568847656
1748929103.566934,224072,-259.2425537109375
1748929125.1477714,226712,-277.00189208984375
1748929134.3936422,227856,-290.432861328125
1748929137.0755062,228216,-289.4247131347656
1748929140.204409,228544,-300.6808776855469
1748929147.334818,229448,-301.2853088378906
1748929158.9064257,230968,-280.3726501464844
1748929184.9066944,234288,-280.358642578125
1748929193.30632,235280,-278.9126281738281
1748929196.8046517,235736,-290.03741455078125
1748929202.7754765,236488,-310.689208984375
1748929209.3396056,237256,-288.8041687011719
1748929228.6623237,239664,-259.38519287109375
1748929238.3501937,240920,-268.64324951171875
1748929243.1600673,241488,-246.1598663330078
1748929263.019317,244008,-247.22535705566406
1748929268.6785495,244744,-248.19305419921875
1748929273.2468247,245328,-259.04010009765625
1748929276.031535,245688,-259.55535888671875
1748929285.9314475,246968,-237.943115234375
1748929294.2659209,248000,-237.8489532470703
1748929296.98817,248368,-227.66683959960938
1748929305.5649798,249424,-238.61492919921875
1748929318.5659044,251016,-217.29197692871094
1748929328.8716602,252288,-207.31301879882812
1748929332.3029637,252704,-217.90155029296875
1748929341.289212,253624,-216.3712615966797
1748929345.284637,254152,-227.4063262939453
1748929358.0487685,255792,-203.69464111328125
1748929370.4608421,257336,-224.72340393066406
1748929377.3081448,258192,-224.08795166015625
1748929403.7989738,261608,-211.437255859375
1748929407.8878098,262120,-212.02560424804688
1748929412.0329714,262608,-223.28643798828125
1748929414.8453617,262912,-231.87034606933594
1748929420.5388877,263536,-242.8304901123047
1748929423.4733589,263944,-242.68490600585938
1748929428.7096767,264584,-252.60818481445312
1748929436.6335082,265640,-242.5967559814453
1748929439.6340194,266048,-242.7176513671875
1748929443.3259652,266504,-253.43539428710938
1748929454.1737065,267896,-253.45030212402344
1748929456.8458092,268304,-264.72381591796875
1748929458.5967593,268560,-286.1217956542969
1748929462.960711,268992,-287.0792541503906
1748929470.0155323,269832,-296.99261474609375
1748929493.008075,272824,-317.30865478515625
1748929498.6667728,273472,-316.6678466796875
1748929508.9985847,274848,-316.689208984375
1748929536.4311988,278376,-327.814208984375
1748929548.2880397,279856,-326.8048095703125
1748929579.4968824,283904,-262.1031188964844
1748929582.5083146,284304,-241.2291259765625
1748929586.2833905,284808,-231.10049438476562
1748929593.303959,285680,-264.63702392578125
1748929599.5940251,286392,-232.37156677246094
1748929602.7592163,286856,-254.19100952148438
1748929610.8694372,287896,-252.4914093017578
1748929613.1704853,288160,-252.5768585205078
1748929622.6055293,289392,-241.1296844482422
1748929632.0887825,290536,-219.84698486328125
1748929636.6264055,291192,-219.80162048339844
1748929654.3454971,293368,-221.64866638183594
1748929657.8946593,293816,-220.7269287109375
1748929677.4820576,296256,-232.0320281982422
1748929682.2867503,296808,-253.78863525390625
1748929683.8810644,297032,-253.1741180419922
1748929689.0347183,297656,-263.63763427734375
1748929703.3622942,299472,-219.54124450683594
1748929707.6158032,299952,-187.48593139648438
1748929713.4583738,300720,-187.4303436279297
1748929725.012416,302184,-133.3856201171875
1748929728.4624536,302592,-133.79034423828125
1748929762.62788,306984,-154.13250732421875
1748929776.381035,308696,-153.91319274902344
1748929778.5962698,309032,-152.98214721679688
1748929788.9154851,310304,-120.7598876953125
1748929798.9767516,311472,-121.55015563964844
1748929800.3886323,311640,-110.54313659667969
1748929810.1629655,312760,-196.770751953125
1748929816.2798376,313544,-218.854736328125
1748929824.1702871,314504,-218.98226928710938
1748929827.8349023,314968,-229.18179321289062
1748929831.427245,315400,-240.48867797851562
1748929836.0119483,316024,-218.9732666015625
1748929846.7041037,317376,-250.57122802734375
1748929883.143053,321968,-262.5024108886719
1748929890.6847906,322952,-272.0152587890625
1748929896.0948553,323640,-282.3317565917969
1748929906.0939817,324840,-260.8258361816406
1748929912.1585536,325632,-238.81271362304688
1748929914.3775117,325936,-238.46115112304688
1748929923.5552301,327136,-227.59695434570312
1748929932.2087414,328216,-227.94215393066406
1748929933.6449714,328392,-226.54005432128906
1748929937.3192904,328864,-225.8988800048828
1748929952.8255427,330840,-182.47117614746094
1748929962.8303745,332040,-183.11074829101562
1748929990.8829482,335568,-181.9454345703125
1748929995.9811273,336224,-181.3772735595703
1748930007.6721828,337672,-193.41949462890625
1748930011.7457662,338184,-226.00205993652344
1748930039.2861586,341632,-237.1170196533203
1748930041.7342193,341904,-238.1227569580078
1748930049.8910515,342984,-249.4455108642578
1748930059.214939,344168,-249.57530212402344
1748930071.8484733,345784,-304.6371765136719
1748930079.2262008,346704,-304.66705322265625
1748930088.0683749,347848,-294.1773681640625
1748930097.746663,349064,-283.035400390625
1748930105.8020937,350016,-283.2900695800781
1748930117.3590167,351520,-228.48928833007812
1748930123.2371662,352248,-227.9420166015625
1748930127.6509948,352776,-206.6688232421875
1748930133.1257572,353472,-206.2521209716797
1748930158.6477065,356736,-140.97430419921875
1748930163.6120832,357392,-172.96873474121094
1748930187.2465525,360352,-140.12063598632812
1748930194.961563,361408,-139.7473907470703
1748930204.5671136,362664,-151.4139862060547
1748930207.516997,363024,-151.4387969970703
1748930209.348157,363296,-128.24269104003906
1748930245.4090264,367928,-218.13246154785156
1748930252.5088427,368840,-226.73553466796875
1748930264.4927073,370336,-216.05093383789062
1748930277.6254413,371984,-203.88818359375
1748930283.9891798,372680,-215.15138244628906
1748930292.4368694,373760,-214.70877075195312
1748930297.744792,374416,-204.0621795654297
1748930302.6188002,375032,-193.69680786132812
1748930313.5875125,376448,-194.69496154785156
1748930318.2004373,377016,-183.0602569580078
1748930326.8641143,378144,-193.1381378173828
1748930328.844502,378416,-192.83700561523438
1748930334.3695183,379128,-192.733154296875
1748930346.919972,380720,-182.20376586914062
1748930348.863707,380992,-181.87391662597656
1748930397.5066314,387032,-153.1821746826172
1748930398.6419227,387152,-153.6157989501953
1748930401.554792,387560,-174.92953491210938
1748930407.8771024,388248,-185.73365783691406
1748930422.0056686,389952,-175.67120361328125
1748930425.148738,390376,-164.93862915039062
1748930429.3605525,390960,-144.11192321777344
1748930440.9550915,392432,-143.67823791503906
1748930445.3485572,392968,-143.37046813964844
1748930449.2289648,393448,-164.86544799804688
1748930517.204514,402032,-128.35198974609375
1748930529.4288726,403472,-115.17815399169922
1748930537.7398605,404560,-125.53118896484375
1748930542.7325811,405224,-125.62397003173828
1748930549.2062252,406056,-126.74705505371094
1748930553.2174249,406584,-137.83096313476562
1748930563.9126399,407936,-159.35389709472656
1748930576.6924005,409568,-180.34234619140625
1748930582.1200433,410232,-190.69493103027344
1748930585.652727,410680,-168.47732543945312
1748930587.871562,410984,-168.7709503173828
1748930597.2563725,412096,-190.50218200683594
1748930605.9878283,413208,-179.57366943359375
1748930613.526112,414168,-203.13333129882812
1748930618.181696,414736,-236.63873291015625
1748930622.8268256,415320,-259.51068115234375
1748930631.9877048,416504,-249.0440673828125
1748930641.6573257,417696,-249.84156799316406
1748930649.0572474,418616,-237.0874481201172
1748930654.4329572,419328,-225.80690002441406
1748930658.3056743,419848,-204.6721649169922
1748930664.3926876,420552,-183.27294921875
1748930669.1028965,421152,-172.4652862548828
1748930708.5192335,426160,-173.1496124267578
1748930711.7574503,426544,-184.44357299804688
1748930727.087658,428464,-172.11764526367188
1748930743.3734112,430488,-170.70535278320312
1748930746.9709008,430936,-159.5858154296875
1748930751.8233764,431560,-171.5575714111328
1748930759.2120054,432504,-184.2133026123047
1748930772.1076653,434120,-216.7379608154297
1748930782.0413132,435448,-218.0970458984375
1748930790.09531,436456,-206.4771270751953
1748930799.7519271,437656,-174.14329528808594
1748930805.055524,438288,-173.00048828125
1748930811.4796832,439112,-205.33526611328125
1748930829.467108,441336,-172.37403869628906
1748930834.6282005,441968,-184.35862731933594
1748930837.794238,442368,-183.8211212158203
1748930845.98332,443448,-184.82174682617188
1748930849.1981351,443864,-206.74269104003906
1748930860.394794,445384,-216.10325622558594
1748930864.3286717,445856,-216.4435272216797
1748930868.3008106,446360,-216.60162353515625
1748930874.927797,447176,-195.07579040527344
1748930879.1339135,447648,-183.46226501464844
1748930884.813279,448368,-183.3648223876953
1748930906.5938673,451208,-173.41578674316406
1748930907.8978589,451368,-206.71849060058594
1748930916.9161243,452528,-185.443115234375
1748930929.109332,454056,-239.4480743408203
1748930935.6508596,454856,-238.2517852783203
1748930941.9984834,455632,-216.91030883789062
1748930959.9399066,457880,-186.78977966308594
1748930968.3447049,458944,-209.03598022460938
1748930985.2860763,461032,-243.23036193847656
1748930988.4073575,461456,-231.65597534179688
1748930991.5159495,461824,-230.85379028320312
1748930997.9673975,462624,-230.5370635986328
1748931002.9291284,463272,-251.8379669189453
1748931017.6967177,465096,-228.75042724609375
1748931021.4013798,465552,-207.7256622314453
1748931031.1857455,466808,-165.07069396972656
1748931033.9070094,467168,-175.60028076171875
1748931036.442286,467504,-186.6988983154297
1748931062.8745084,470920,-186.18190002441406
1748931070.2137947,471808,-185.24623107910156
1748931072.8589017,472192,-184.1273651123047
1748931075.998651,472512,-204.58802795410156
1748931082.774982,473392,-215.2122344970703
1748931093.4079423,474776,-225.89659118652344
1748931097.982754,475344,-215.85958862304688
1748931120.7785907,478232,-206.0529327392578
1748931124.6339846,478712,-216.26600646972656
1748931130.4235187,479448,-216.59146118164062
1748931141.7103229,480928,-206.52972412109375
1748931151.2244818,482112,-206.054443359375
1748931154.699057,482536,-205.87547302246094
1748931160.59333,483320,-206.32037353515625
1748931162.5134997,483568,-204.7779541015625
1748931167.4491959,484208,-215.98895263671875
1748931171.4378383,484704,-215.54769897460938
1748931183.32898,486152,-217.28533935546875
1748931193.913992,487560,-218.81903076171875
1748931199.8200483,488304,-219.58322143554688
1748931215.4447803,490336,-197.22776794433594
1748931218.7866125,490728,-208.28233337402344
1748931225.2918234,491528,-207.92770385742188
1748931228.8029013,491960,-196.73779296875
1748931251.1964457,494200,-219.84207153320312
1748931264.2299724,495880,-230.67909240722656
1748931273.5882037,497096,-220.06893920898438
1748931276.6177437,497464,-219.9122314453125
1748931295.184764,499848,-187.678955078125
1748931312.7777555,501896,-173.69798278808594
1748931341.1257985,505472,-263.7919006347656
1748931345.2593307,506064,-263.66754150390625
1748931348.9100997,506448,-263.86871337890625
1748931363.9457316,507696,-252.01780700683594
1748931380.9604115,508952,-262.5333557128906
1748931391.8071048,509728,-240.7255096435547
1748931404.0131652,510552,-229.02728271484375
1748931409.9986267,510944,-250.6573944091797
1748931422.4296463,511808,-249.75448608398438
1748931438.9240038,512968,-238.7816619873047
1748931442.6270223,513224,-238.86331176757812
1748931470.7209265,515208,-218.30702209472656
1748931599.5366006,524240,-167.445068359375
1748931608.942146,524944,-156.496826171875
1748931610.5063465,525072,-167.66632080078125
1748931621.4699254,525904,-179.16854858398438
1748931653.1003973,528112,-179.64297485351562
1748931675.7110157,529816,-179.57371520996094
1748931685.1354518,530520,-178.3702850341797
1748931704.498776,531904,-198.2225341796875
1748931712.3257802,532456,-165.4838104248047
1748931723.4100008,533256,-155.05755615234375
1748931750.8011,535232,-145.00938415527344
1748931757.9452984,535752,-166.13742065429688
1748931760.819007,535984,-165.60337829589844
1748931777.435114,537232,-167.2520751953125
1748931783.912884,537704,-190.77565002441406
1748931790.460965,538216,-191.0592803955078
1748931799.9563286,538928,-201.50244140625
1748931813.385515,540008,-222.37265014648438
1748931873.7394388,542864,-235.03982543945312
1748931883.3942006,543960,-246.3482208251953
1748931899.2013974,546824,-243.32276916503906
1748931902.9180124,547448,-223.1074981689453
1748931930.196887,552384,-177.1933135986328
1748931932.7941434,552856,-166.7816925048828
1748931944.1815498,555088,-114.48985290527344
1748931975.6560717,559320,-116.35478973388672
1748931992.1958525,561320,-127.41120910644531
1748931995.5347986,561792,-127.37713623046875
1748932007.4119608,563248,-148.7499542236328
1748932011.7822773,563744,-170.69017028808594
1748932026.257595,565568,-138.0743408203125
1748932037.6382518,566728,-139.2492218017578
1748932045.0768015,567560,-138.76248168945312
1748932048.3196533,567904,-148.63107299804688
1748932081.3396077,571688,-179.6248779296875
1748932086.8999958,572336,-191.24534606933594
1748932088.2419872,572528,-191.25440979003906
1748932094.2477632,573280,-201.32334899902344
1748932102.8178039,574344,-169.25686645507812
1748932107.3680198,574936,-180.58302307128906
1748932112.2099135,575584,-170.18809509277344
1748932116.0204325,576048,-148.44879150390625
1748932121.1431556,576736,-126.56854248046875
1748932126.5363967,577376,-138.0812530517578
1748932129.6313665,577768,-127.90222930908203
1748932154.5470104,580576,-135.77871704101562
1748932164.6060498,581792,-124.95063018798828
1748932189.729235,585000,-70.5076904296875
1748932192.9807904,585408,-81.20679473876953
1748932199.2150092,586136,-81.26010131835938
1748932206.4197993,586872,-70.50289916992188
1748932239.8550496,590936,-80.24655151367188
1748932249.780184,592200,-69.06803894042969
1748932270.589081,594848,-102.11727905273438
1748932271.6126168,594968,-135.1197052001953
1748932291.5558965,597536,-124.55299377441406
1748932302.186504,598864,-124.7263412475586
1748932305.8321397,599328,-124.63284301757812
